order_id,order_date,ship_date,ship_mode,customer_id,segment,region,product_id,category,sub_category,quantity,unit_price,discount,sales,profit
ORD-001472,2023-07-29,2023-08-01,First Class,CUST-00382,Corporate,Central,PROD-0272,Technology,Phones,6,691.22,0.1,3732.59,-280.72
ORD-001473,2024-07-25,2024-07-31,First Class,CUST-00421,Consumer,West,PROD-0273,Office Supplies,Storage,5,77.06,0.0,385.3,-35.91
ORD-001474,2024-11-22,2024-11-29,First Class,CUST-00110,Consumer,East,PROD-0274,Furniture,Bookcases,5,298.84,0.2,1195.36,326.49
ORD-001475,2023-01-19,2023-01-22,Standard Class,CUST-00304,Corporate,East,PROD-0275,Technology,Phones,7,300.98,0.0,2106.86,-152.7
ORD-001476,2024-04-23,2024-04-24,Standard Class,CUST-00651,Home Office,West,PROD-0276,Office Supplies,Binders,9,759.45,0.0,6835.05,-468.55
ORD-001477,2024-12-06,2024-12-10,Same Day,CUST-00628,Consumer,Central,PROD-0277,Furniture,Chairs,5,708.14,0.3,2478.49,838.96
ORD-001478,2024-05-03,2024-05-08,Standard Class,CUST-00779,Corporate,East,PROD-0278,Office Supplies,Art,11,648.15,0.0,7129.65,-205.11
ORD-001479,2024-02-02,2024-02-09,Standard Class,CUST-00896,Corporate,East,PROD-0279,Technology,Machines,5,304.7,0.2,1218.8,276.5
ORD-001480,2023-05-15,2023-05-21,Second Class,CUST-00443,Corporate,South,PROD-0280,Office Supplies,Paper,6,160.63,0.0,963.78,343.2
ORD-001481,2023-04-19,2023-04-20,Standard Class,CUST-00262,Consumer,West,PROD-0281,Technology,Accessories,8,42.23,0.1,304.06,-20.98
ORD-001482,2024-09-14,2024-09-16,Same Day,CUST-00583,Consumer,South,PROD-0282,Technology,Accessories,9,695.33,0.0,6257.97,-50.55
ORD-001483,2024-11-30,2024-12-04,Same Day,CUST-00480,Consumer,South,PROD-0283,Office Supplies,Art,1,130.92,0.0,130.92,18.46
ORD-001484,2023-05-19,2023-05-26,Standard Class,CUST-00825,Consumer,East,PROD-0284,Office Supplies,Art,6,85.28,0.1,460.51,183.0
ORD-001485,2024-04-02,2024-04-09,First Class,CUST-00321,Home Office,Central,PROD-0285,Office Supplies,Storage,8,891.87,0.0,7134.96,191.04
ORD-001486,2024-12-20,2024-12-21,Second Class,CUST-00710,Home Office,Central,PROD-0286,Office Supplies,Storage,7,523.09,0.0,3661.63,-350.01
ORD-001487,2026-01-26,2026-01-30,Standard Class,CUST-00140,Home Office,South,PROD-0287,Office Supplies,Art,8,808.91,0.0,6471.28,1253.99
ORD-001488,2025-11-20,2025-11-25,Standard Class,CUST-00889,Corporate,West,PROD-0288,Technology,Phones,11,592.07,0.0,6512.77,2211.97
ORD-001489,2025-05-09,2025-05-16,Standard Class,CUST-00551,Corporate,East,PROD-0289,Furniture,Chairs,7,371.04,0.1,2337.55,512.77
ORD-001490,2025-03-02,2025-03-07,Second Class,CUST-00200,Corporate,Central,PROD-0290,Technology,Accessories,5,793.72,0.1,3571.74,1111.46
ORD-001491,2024-11-01,2024-11-06,Second Class,CUST-00808,Consumer,East,PROD-0291,Furniture,Bookcases,5,31.05,0.0,155.25,24.57
ORD-001492,2024-06-10,2024-06-14,Standard Class,CUST-00454,Consumer,Central,PROD-0292,Technology,Phones,10,486.94,0.0,4869.4,859.54
ORD-001493,2025-02-12,2025-02-15,Standard Class,CUST-00449,Home Office,West,PROD-0293,Office Supplies,Paper,10,792.93,0.0,7929.3,1407.22
ORD-001494,2026-04-18,2026-04-22,Second Class,CUST-00075,Consumer,West,PROD-0294,Furniture,Bookcases,8,505.66,0.3,2831.7,149.88
ORD-001495,2024-02-10,2024-02-14,Standard Class,CUST-00327,Home Office,Central,PROD-0295,Office Supplies,Paper,3,727.15,0.1,1963.3,68.1
ORD-001496,2023-12-22,2023-12-29,Standard Class,CUST-00511,Consumer,South,PROD-0296,Furniture,Tables,9,518.43,0.2,3732.7,571.11
ORD-001497,2025-12-21,2025-12-25,Standard Class,CUST-00637,Consumer,South,PROD-0297,Office Supplies,Paper,11,481.88,0.1,4770.61,1879.83
ORD-001498,2023-12-03,2023-12-06,Standard Class,CUST-00250,Corporate,East,PROD-0298,Furniture,Bookcases,2,229.75,0.2,367.6,119.93
ORD-001499,2025-03-24,2025-03-25,Same Day,CUST-00160,Home Office,Central,PROD-0299,Office Supplies,Paper,5,148.7,0.1,669.15,114.24
ORD-001500,2023-05-16,2023-05-23,Standard Class,CUST-00784,Consumer,West,PROD-0300,Furniture,Tables,5,833.1,0.0,4165.5,1364.69
ORD-001501,2024-01-08,2024-01-14,Standard Class,CUST-00428,Consumer,East,PROD-0001,Office Supplies,Storage,11,398.64,0.15,3727.28,590.13
ORD-001502,2023-03-21,2023-03-23,First Class,CUST-00694,Corporate,East,PROD-0002,Technology,Machines,11,367.64,0.2,3235.23,247.74
ORD-001503,2023-05-21,2023-05-27,First Class,CUST-00654,Consumer,West,PROD-0003,Technology,Phones,9,427.51,0.0,3847.59,1223.16
ORD-001504,2025-12-05,2025-12-06,Same Day,CUST-00899,Home Office,Central,PROD-0004,Office Supplies,Binders,3,564.95,0.0,1694.85,-56.65
ORD-001505,2025-05-03,2025-05-08,Standard Class,CUST-00188,Consumer,East,PROD-0005,Office Supplies,Storage,4,608.08,0.0,2432.32,774.62
ORD-001506,2023-10-26,2023-10-27,Same Day,CUST-00646,Corporate,West,PROD-0006,Furniture,Bookcases,3,846.61,0.0,2539.83,-163.59
ORD-001507,2024-04-25,2024-04-27,Standard Class,CUST-00270,Home Office,West,PROD-0007,Office Supplies,Labels,11,453.61,0.0,4989.71,973.23
ORD-001508,2023-06-16,2023-06-20,Standard Class,CUST-00121,Consumer,Central,PROD-0008,Office Supplies,Paper,5,254.37,0.0,1271.85,-43.34
ORD-001509,2023-11-08,2023-11-10,Standard Class,CUST-00309,Home Office,East,PROD-0009,Technology,Phones,7,245.65,0.0,1719.55,438.31
ORD-001510,2024-08-09,2024-08-16,Standard Class,CUST-00273,Consumer,West,PROD-0010,Technology,Machines,4,225.5,0.0,902.0,217.97
ORD-001511,2023-01-16,2023-01-21,Second Class,CUST-00832,Consumer,Central,PROD-0011,Furniture,Bookcases,2,322.69,0.2,516.3,78.01
ORD-001512,2024-05-31,2024-06-01,Standard Class,CUST-00680,Home Office,East,PROD-0012,Furniture,Bookcases,6,289.68,0.0,1738.08,77.97
ORD-001513,2025-01-17,2025-01-19,Standard Class,CUST-00721,Corporate,Central,PROD-0013,Technology,Accessories,5,229.05,0.0,1145.25,391.54
ORD-001514,2025-03-18,2025-03-21,Second Class,CUST-00097,Consumer,Central,PROD-0014,Technology,Copiers,8,313.03,0.0,2504.24,-158.15
ORD-001515,2026-03-12,2026-03-14,First Class,CUST-00639,Consumer,Central,PROD-0015,Technology,Copiers,9,510.29,0.0,4592.61,647.0
ORD-001516,2023-12-18,2023-12-21,Standard Class,CUST-00792,Consumer,West,PROD-0016,Furniture,Furnishings,6,358.11,0.0,2148.66,158.95
ORD-001517,2023-01-01,2023-01-04,Standard Class,CUST-00158,Consumer,West,PROD-0017,Office Supplies,Paper,5,67.04,0.0,335.2,57.64
ORD-001518,2023-11-23,2023-11-25,Second Class,CUST-00320,Consumer,South,PROD-0018,Office Supplies,Paper,4,663.77,0.0,2655.08,715.1
ORD-001519,2023-08-27,2023-09-01,Standard Class,CUST-00202,Corporate,West,PROD-0019,Furniture,Bookcases,6,210.12,0.0,1260.72,211.55
ORD-001520,2024-10-30,2024-10-31,Second Class,CUST-00146,Home Office,West,PROD-0020,Technology,Accessories,6,750.96,0.1,4055.18,316.52
ORD-001521,2024-05-30,2024-06-02,Second Class,CUST-00020,Home Office,East,PROD-0021,Furniture,Furnishings,1,49.02,0.0,49.02,6.18
ORD-001522,2023-06-13,2023-06-19,Standard Class,CUST-00536,Consumer,East,PROD-0022,Furniture,Bookcases,5,123.75,0.15,525.94,124.63
ORD-001523,2024-03-09,2024-03-13,Standard Class,CUST-00262,Corporate,South,PROD-0023,Office Supplies,Storage,7,776.99,0.1,4895.04,1572.41
ORD-001524,2025-05-01,2025-05-02,Standard Class,CUST-00796,Corporate,East,PROD-0024,Technology,Phones,2,575.99,0.2,921.58,74.17
ORD-001525,2026-03-22,2026-03-29,Standard Class,CUST-00481,Home Office,West,PROD-0025,Office Supplies,Labels,9,715.04,0.15,5470.06,1279.33
ORD-001526,2023-08-13,2023-08-14,Standard Class,CUST-00678,Consumer,South,PROD-0026,Technology,Copiers,5,587.54,0.0,2937.7,-218.51
ORD-001527,2024-07-19,2024-07-21,Standard Class,CUST-00356,Corporate,West,PROD-0027,Office Supplies,Art,11,669.8,0.0,7367.8,208.61
ORD-001528,2023-08-02,2023-08-03,Same Day,CUST-00710,Corporate,East,PROD-0028,Technology,Phones,4,33.76,0.1,121.54,38.3
ORD-001529,2025-01-22,2025-01-29,Standard Class,CUST-00610,Consumer,Central,PROD-0029,Technology,Accessories,2,97.72,0.0,195.44,11.14
ORD-001530,2025-12-01,2025-12-07,Standard Class,CUST-00139,Home Office,Central,PROD-0030,Office Supplies,Paper,3,656.34,0.1,1772.12,623.25
ORD-001531,2026-01-30,2026-01-31,Standard Class,CUST-00651,Consumer,East,PROD-0031,Office Supplies,Binders,3,146.95,0.1,396.76,102.56
ORD-001532,2024-12-29,2025-01-05,First Class,CUST-00755,Consumer,Central,PROD-0032,Office Supplies,Art,5,51.81,0.1,233.15,-3.22
ORD-001533,2023-03-09,2023-03-12,Standard Class,CUST-00600,Consumer,East,PROD-0033,Office Supplies,Paper,5,219.57,0.0,1097.85,270.02
ORD-001534,2023-06-22,2023-06-23,First Class,CUST-00599,Home Office,East,PROD-0034,Office Supplies,Binders,5,554.91,0.0,2774.55,1015.19
ORD-001535,2023-12-25,2023-12-29,First Class,CUST-00793,Consumer,South,PROD-0035,Furniture,Tables,8,348.43,0.0,2787.44,62.63
ORD-001536,2026-04-14,2026-04-18,Standard Class,CUST-00035,Consumer,Central,PROD-0036,Furniture,Tables,6,414.02,0.0,2484.12,487.95
ORD-001537,2023-12-13,2023-12-17,Standard Class,CUST-00026,Consumer,Central,PROD-0037,Office Supplies,Storage,7,780.24,0.2,4369.34,-284.13
ORD-001538,2023-06-05,2023-06-12,Standard Class,CUST-00876,Consumer,West,PROD-0038,Office Supplies,Storage,2,198.93,0.15,338.18,79.57
ORD-001539,2025-08-27,2025-08-29,Standard Class,CUST-00708,Corporate,East,PROD-0039,Furniture,Tables,10,550.52,0.0,5505.2,201.85
ORD-001540,2024-06-30,2024-07-07,Same Day,CUST-00398,Consumer,South,PROD-0040,Technology,Copiers,2,30.95,0.15,52.61,-2.36
ORD-001541,2023-04-21,2023-04-24,Same Day,CUST-00401,Corporate,West,PROD-0041,Office Supplies,Storage,9,77.86,0.1,630.67,8.44
ORD-001542,2023-01-12,2023-01-18,Standard Class,CUST-00170,Consumer,Central,PROD-0042,Furniture,Tables,1,339.25,0.1,305.32,44.28
ORD-001543,2026-03-11,2026-03-12,Standard Class,CUST-00136,Consumer,East,PROD-0043,Office Supplies,Labels,2,117.51,0.0,235.02,64.75
ORD-001544,2024-05-13,2024-05-17,Same Day,CUST-00324,Consumer,West,PROD-0044,Technology,Phones,8,725.67,0.15,4934.56,1792.16
ORD-001545,2023-07-27,2023-07-30,Standard Class,CUST-00275,Consumer,South,PROD-0045,Office Supplies,Art,7,464.9,0.0,3254.3,770.48
ORD-001546,2023-09-12,2023-09-17,Standard Class,CUST-00124,Consumer,Central,PROD-0046,Technology,Phones,11,222.48,0.0,2447.28,218.67
ORD-001547,2026-03-27,2026-04-01,Standard Class,CUST-00359,Corporate,South,PROD-0047,Furniture,Tables,11,176.82,0.0,1945.02,195.68
ORD-001548,2024-08-07,2024-08-14,First Class,CUST-00884,Consumer,East,PROD-0048,Technology,Machines,11,791.11,0.0,8702.21,2637.0
ORD-001549,2025-09-02,2025-09-04,First Class,CUST-00062,Consumer,West,PROD-0049,Furniture,Furnishings,9,893.49,0.3,5628.99,-546.18
ORD-001550,2024-08-12,2024-08-18,Standard Class,CUST-00887,Consumer,Central,PROD-0050,Furniture,Furnishings,5,353.18,0.5,882.95,342.81
ORD-001551,2024-04-27,2024-04-29,First Class,CUST-00774,Home Office,Central,PROD-0051,Technology,Accessories,11,821.3,0.1,8130.87,905.71
ORD-001552,2023-09-18,2023-09-22,Standard Class,CUST-00355,Consumer,East,PROD-0052,Technology,Copiers,6,526.45,0.0,3158.7,648.51
ORD-001553,2023-06-23,2023-06-25,Second Class,CUST-00559,Home Office,West,PROD-0053,Office Supplies,Storage,5,749.88,0.0,3749.4,498.68
ORD-001554,2023-03-04,2023-03-05,Standard Class,CUST-00532,Corporate,South,PROD-0054,Office Supplies,Storage,3,859.04,0.2,2061.7,34.29
ORD-001555,2024-10-25,2024-10-31,Standard Class,CUST-00149,Consumer,Central,PROD-0055,Office Supplies,Paper,10,555.69,0.0,5556.9,539.18
ORD-001556,2025-03-11,2025-03-13,Standard Class,CUST-00249,Consumer,East,PROD-0056,Furniture,Tables,9,313.21,0.1,2537.0,244.19
ORD-001557,2025-08-04,2025-08-06,Standard Class,CUST-00623,Home Office,South,PROD-0057,Office Supplies,Art,11,890.65,0.0,9797.15,138.73
ORD-001558,2025-08-18,2025-08-23,First Class,CUST-00048,Corporate,South,PROD-0058,Office Supplies,Labels,2,65.57,0.5,65.57,16.35
ORD-001559,2026-02-08,2026-02-14,Standard Class,CUST-00673,Home Office,South,PROD-0059,Furniture,Chairs,8,369.74,0.0,2957.92,693.65
ORD-001560,2025-02-16,2025-02-17,Standard Class,CUST-00102,Home Office,West,PROD-0060,Furniture,Bookcases,9,310.82,0.0,2797.38,189.81
ORD-001561,2025-08-06,2025-08-07,Second Class,CUST-00473,Consumer,West,PROD-0061,Technology,Accessories,8,425.34,0.0,3402.72,860.73
ORD-001562,2023-02-07,2023-02-10,First Class,CUST-00103,Corporate,West,PROD-0062,Office Supplies,Storage,7,509.98,0.0,3569.86,753.59
ORD-001563,2023-07-12,2023-07-14,Standard Class,CUST-00326,Home Office,West,PROD-0063,Office Supplies,Labels,6,539.93,0.2,2591.66,257.06
ORD-001564,2025-05-27,2025-06-03,Standard Class,CUST-00456,Consumer,South,PROD-0064,Technology,Copiers,3,14.49,0.2,34.78,4.37
ORD-001565,2026-06-15,2026-06-18,Second Class,CUST-00847,Corporate,Central,PROD-0065,Office Supplies,Labels,5,41.26,0.1,185.67,59.6
ORD-001566,2025-09-23,2025-09-25,Standard Class,CUST-00889,Home Office,Central,PROD-0066,Technology,Copiers,9,847.93,0.1,6868.23,107.96
ORD-001567,2025-04-23,2025-04-29,First Class,CUST-00565,Consumer,East,PROD-0067,Office Supplies,Labels,8,728.68,0.2,4663.55,530.46
ORD-001568,2023-03-15,2023-03-16,Standard Class,CUST-00174,Consumer,Central,PROD-0068,Office Supplies,Storage,10,589.27,0.0,5892.7,697.42
ORD-001569,2023-05-23,2023-05-25,Standard Class,CUST-00202,Consumer,Central,PROD-0069,Furniture,Tables,5,502.5,0.0,2512.5,-121.3
ORD-001570,2023-09-16,2023-09-23,Standard Class,CUST-00230,Consumer,East,PROD-0070,Furniture,Tables,3,565.6,0.0,1696.8,-91.77
ORD-001571,2023-08-14,2023-08-17,Standard Class,CUST-00305,Home Office,South,PROD-0071,Office Supplies,Art,3,792.87,0.0,2378.61,793.88
ORD-001572,2024-12-21,2024-12-24,First Class,CUST-00462,Consumer,South,PROD-0072,Furniture,Furnishings,6,539.45,0.0,3236.7,227.8
ORD-001573,2023-12-15,2023-12-18,Standard Class,CUST-00145,Corporate,Central,PROD-0073,Office Supplies,Paper,10,453.28,0.0,4532.8,627.94
ORD-001574,2024-04-01,2024-04-02,Second Class,CUST-00104,Corporate,South,PROD-0074,Furniture,Chairs,7,818.71,0.15,4871.32,1341.07
ORD-001575,2024-12-30,2025-01-06,Second Class,CUST-00629,Home Office,East,PROD-0075,Office Supplies,Binders,10,73.21,0.1,658.89,107.58
ORD-001576,2025-05-30,2025-06-01,Second Class,CUST-00524,Consumer,South,PROD-0076,Technology,Accessories,2,84.91,0.0,169.82,-8.96
ORD-001577,2026-04-20,2026-04-22,Standard Class,CUST-00072,Consumer,East,PROD-0077,Furniture,Bookcases,3,488.59,0.1,1319.19,104.0
ORD-001578,2023-02-21,2023-02-25,Standard Class,CUST-00685,Consumer,South,PROD-0078,Office Supplies,Labels,5,386.32,0.2,1545.28,26.92
ORD-001579,2025-08-07,2025-08-10,Second Class,CUST-00561,Home Office,East,PROD-0079,Office Supplies,Paper,7,433.44,0.0,3034.08,139.59
ORD-001580,2025-12-14,2025-12-15,Standard Class,CUST-00714,Corporate,Central,PROD-0080,Office Supplies,Art,9,734.12,0.0,6607.08,2614.47
ORD-001581,2025-01-14,2025-01-18,Second Class,CUST-00821,Home Office,West,PROD-0081,Technology,Phones,2,640.3,0.0,1280.6,201.41
ORD-001582,2023-02-16,2023-02-23,Standard Class,CUST-00804,Consumer,South,PROD-0082,Office Supplies,Binders,5,590.28,0.0,2951.4,584.86
ORD-001583,2025-12-05,2025-12-10,Standard Class,CUST-00265,Corporate,South,PROD-0083,Office Supplies,Art,9,636.38,0.15,4868.31,103.26
ORD-001584,2023-07-05,2023-07-11,Standard Class,CUST-00555,Home Office,Central,PROD-0084,Office Supplies,Binders,1,807.59,0.2,646.07,228.62
ORD-001585,2025-06-19,2025-06-23,Standard Class,CUST-00558,Consumer,Central,PROD-0085,Furniture,Chairs,10,465.91,0.0,4659.1,-106.8
ORD-001586,2025-12-20,2025-12-26,Standard Class,CUST-00162,Home Office,South,PROD-0086,Technology,Machines,8,520.14,0.0,4161.12,957.42
ORD-001587,2023-11-30,2023-12-04,Standard Class,CUST-00089,Consumer,East,PROD-0087,Technology,Accessories,6,885.4,0.0,5312.4,679.34
ORD-001588,2026-01-28,2026-01-29,Standard Class,CUST-00495,Consumer,Central,PROD-0088,Furniture,Furnishings,9,107.29,0.0,965.61,-34.02
ORD-001589,2024-05-27,2024-05-29,Same Day,CUST-00464,Consumer,West,PROD-0089,Technology,Accessories,2,193.0,0.15,328.1,79.71
ORD-001590,2024-04-17,2024-04-20,Standard Class,CUST-00169,Corporate,Central,PROD-0090,Office Supplies,Labels,6,882.51,0.0,5295.06,675.61
ORD-001591,2024-03-30,2024-04-01,First Class,CUST-00501,Consumer,West,PROD-0091,Office Supplies,Binders,3,419.59,0.0,1258.77,257.25
ORD-001592,2025-05-26,2025-05-29,Standard Class,CUST-00037,Consumer,East,PROD-0092,Technology,Copiers,3,611.81,0.0,1835.43,-159.63
ORD-001593,2026-06-05,2026-06-09,Standard Class,CUST-00496,Corporate,East,PROD-0093,Furniture,Tables,4,808.12,0.0,3232.48,79.23
ORD-001594,2024-09-18,2024-09-25,Standard Class,CUST-00133,Consumer,East,PROD-0094,Office Supplies,Storage,1,697.9,0.0,697.9,184.63
ORD-001595,2025-06-19,2025-06-26,Standard Class,CUST-00515,Consumer,East,PROD-0095,Technology,Phones,6,443.46,0.0,2660.76,658.39
ORD-001596,2023-03-25,2023-04-01,Standard Class,CUST-00819,Corporate,East,PROD-0096,Office Supplies,Paper,4,618.1,0.0,2472.4,765.64
ORD-001597,2023-01-09,2023-01-14,First Class,CUST-00373,Corporate,South,PROD-0097,Technology,Machines,8,738.92,0.0,5911.36,-580.36
ORD-001598,2024-11-02,2024-11-09,Standard Class,CUST-00035,Consumer,Central,PROD-0098,Technology,Machines,6,163.63,0.1,883.6,146.0
ORD-001599,2024-06-06,2024-06-09,Standard Class,CUST-00277,Corporate,Central,PROD-0099,Office Supplies,Paper,11,629.28,0.0,6922.08,2556.71
ORD-001600,2023-06-25,2023-07-01,Standard Class,CUST-00683,Home Office,East,PROD-0100,Technology,Copiers,11,844.5,0.0,9289.5,-767.38
ORD-001601,2023-10-29,2023-11-02,Second Class,CUST-00208,Consumer,South,PROD-0101,Furniture,Furnishings,10,665.7,0.0,6657.0,-429.68
ORD-001602,2024-02-13,2024-02-20,Standard Class,CUST-00209,Consumer,Central,PROD-0102,Furniture,Bookcases,3,356.96,0.0,1070.88,299.36
ORD-001603,2024-02-22,2024-02-28,Standard Class,CUST-00342,Corporate,West,PROD-0103,Technology,Machines,2,676.87,0.3,947.62,70.45
ORD-001604,2026-03-11,2026-03-13,Standard Class,CUST-00186,Corporate,Central,PROD-0104,Office Supplies,Labels,8,82.21,0.0,657.68,137.45
ORD-001605,2024-01-27,2024-01-30,Second Class,CUST-00779,Home Office,Central,PROD-0105,Technology,Phones,3,799.93,0.1,2159.81,160.6
ORD-001606,2023-06-19,2023-06-20,Second Class,CUST-00622,Consumer,West,PROD-0106,Furniture,Tables,5,497.94,0.0,2489.7,213.02
ORD-001607,2023-03-20,2023-03-22,Second Class,CUST-00634,Home Office,West,PROD-0107,Furniture,Bookcases,4,580.25,0.0,2321.0,924.64
ORD-001608,2023-02-19,2023-02-21,Standard Class,CUST-00327,Corporate,Central,PROD-0108,Office Supplies,Binders,11,304.33,0.0,3347.63,1270.97
ORD-001609,2023-09-15,2023-09-22,Standard Class,CUST-00443,Corporate,Central,PROD-0109,Office Supplies,Paper,2,792.91,0.0,1585.82,-61.66
ORD-001610,2024-10-18,2024-10-20,Standard Class,CUST-00887,Corporate,West,PROD-0110,Technology,Accessories,9,283.61,0.0,2552.49,679.47
ORD-001611,2023-10-28,2023-11-04,Second Class,CUST-00054,Corporate,East,PROD-0111,Office Supplies,Art,1,63.06,0.0,63.06,-4.15
ORD-001612,2024-02-22,2024-02-28,First Class,CUST-00216,Home Office,East,PROD-0112,Technology,Machines,4,685.78,0.0,2743.12,-41.71
ORD-001613,2025-04-12,2025-04-17,First Class,CUST-00381,Corporate,Central,PROD-0113,Furniture,Chairs,7,847.58,0.2,4746.45,893.42
ORD-001614,2025-10-09,2025-10-14,Standard Class,CUST-00747,Consumer,Central,PROD-0114,Office Supplies,Labels,10,254.43,0.0,2544.3,453.36
ORD-001615,2023-07-13,2023-07-20,First Class,CUST-00536,Consumer,West,PROD-0115,Office Supplies,Art,3,843.13,0.0,2529.39,302.27
ORD-001616,2023-02-09,2023-02-10,Standard Class,CUST-00224,Corporate,South,PROD-0116,Office Supplies,Art,6,816.98,0.2,3921.5,506.66
ORD-001617,2025-12-21,2025-12-24,Second Class,CUST-00136,Consumer,South,PROD-0117,Technology,Copiers,9,567.66,0.2,4087.15,1220.78
ORD-001618,2025-05-20,2025-05-24,Standard Class,CUST-00482,Consumer,East,PROD-0118,Office Supplies,Art,11,124.04,0.0,1364.44,97.51
ORD-001619,2025-03-02,2025-03-08,Standard Class,CUST-00607,Corporate,East,PROD-0119,Office Supplies,Labels,8,346.41,0.0,2771.28,1083.32
ORD-001620,2024-06-13,2024-06-17,Standard Class,CUST-00176,Consumer,West,PROD-0120,Office Supplies,Art,2,226.08,0.0,452.16,171.14
ORD-001621,2025-05-01,2025-05-06,Standard Class,CUST-00685,Home Office,Central,PROD-0121,Technology,Phones,7,520.3,0.15,3095.78,895.69
ORD-001622,2023-01-24,2023-01-29,Standard Class,CUST-00357,Consumer,South,PROD-0122,Technology,Copiers,9,776.02,0.0,6984.18,587.14
ORD-001623,2024-08-30,2024-09-02,Standard Class,CUST-00577,Consumer,West,PROD-0123,Office Supplies,Paper,2,336.98,0.0,673.96,17.6
ORD-001624,2024-01-06,2024-01-10,Standard Class,CUST-00114,Consumer,East,PROD-0124,Office Supplies,Labels,6,126.97,0.0,761.82,280.25
ORD-001625,2023-07-24,2023-07-30,Standard Class,CUST-00121,Consumer,Central,PROD-0125,Furniture,Chairs,3,730.22,0.15,1862.06,264.81
ORD-001626,2023-04-24,2023-04-28,Standard Class,CUST-00606,Corporate,East,PROD-0126,Furniture,Tables,5,401.52,0.15,1706.46,55.23
ORD-001627,2025-01-21,2025-01-24,Standard Class,CUST-00620,Consumer,South,PROD-0127,Furniture,Furnishings,7,827.98,0.0,5795.86,355.96
ORD-001628,2023-05-30,2023-06-05,Standard Class,CUST-00177,Consumer,West,PROD-0128,Office Supplies,Binders,6,882.1,0.0,5292.6,1440.08
ORD-001629,2025-12-06,2025-12-11,Standard Class,CUST-00515,Home Office,South,PROD-0129,Technology,Accessories,1,646.88,0.1,582.19,205.22
ORD-001630,2023-11-19,2023-11-26,Standard Class,CUST-00191,Corporate,West,PROD-0130,Furniture,Tables,2,77.57,0.15,131.87,8.21
ORD-001631,2025-12-05,2025-12-06,Standard Class,CUST-00573,Consumer,West,PROD-0131,Office Supplies,Labels,9,713.86,0.5,3212.37,1234.03
ORD-001632,2024-07-31,2024-08-02,Second Class,CUST-00806,Corporate,Central,PROD-0132,Office Supplies,Binders,11,231.85,0.2,2040.28,265.06
ORD-001633,2023-08-27,2023-09-03,First Class,CUST-00868,Corporate,South,PROD-0133,Office Supplies,Art,7,351.6,0.0,2461.2,-208.39
ORD-001634,2025-03-29,2025-03-30,Standard Class,CUST-00655,Corporate,West,PROD-0134,Office Supplies,Art,11,627.43,0.0,6901.73,1824.68
ORD-001635,2025-06-28,2025-06-30,Second Class,CUST-00381,Consumer,East,PROD-0135,Office Supplies,Paper,9,888.89,0.0,8000.01,2482.0
ORD-001636,2023-02-01,2023-02-02,Standard Class,CUST-00130,Consumer,West,PROD-0136,Technology,Accessories,3,841.68,0.0,2525.04,519.21
ORD-001637,2023-05-27,2023-05-31,Standard Class,CUST-00315,Home Office,Central,PROD-0137,Technology,Accessories,8,73.37,0.15,498.92,-32.48
ORD-001638,2025-06-23,2025-06-27,Second Class,CUST-00101,Home Office,East,PROD-0138,Furniture,Tables,5,516.92,0.2,2067.68,460.57
ORD-001639,2023-06-09,2023-06-13,Same Day,CUST-00365,Home Office,West,PROD-0139,Office Supplies,Storage,11,354.62,0.0,3900.82,1273.1
ORD-001640,2025-03-22,2025-03-27,Second Class,CUST-00511,Consumer,Central,PROD-0140,Furniture,Furnishings,8,764.67,0.15,5199.76,1363.33
ORD-001641,2024-03-10,2024-03-14,Standard Class,CUST-00212,Corporate,South,PROD-0141,Office Supplies,Storage,4,836.52,0.0,3346.08,195.07
ORD-001642,2024-11-30,2024-12-01,Second Class,CUST-00744,Consumer,South,PROD-0142,Office Supplies,Storage,4,485.45,0.1,1747.62,6.28
ORD-001643,2024-02-12,2024-02-17,Standard Class,CUST-00487,Consumer,Central,PROD-0143,Furniture,Tables,10,850.51,0.0,8505.1,1071.04
ORD-001644,2024-02-05,2024-02-10,Standard Class,CUST-00576,Consumer,Central,PROD-0144,Technology,Accessories,9,146.36,0.0,1317.24,504.72
ORD-001645,2024-10-20,2024-10-26,Standard Class,CUST-00051,Corporate,South,PROD-0145,Office Supplies,Paper,5,65.13,0.0,325.65,-0.35
ORD-001646,2025-05-27,2025-05-31,First Class,CUST-00779,Consumer,Central,PROD-0146,Office Supplies,Art,2,210.24,0.0,420.48,126.45
ORD-001647,2024-01-19,2024-01-24,Same Day,CUST-00006,Home Office,West,PROD-0147,Office Supplies,Binders,7,774.81,0.5,2711.84,67.1
ORD-001648,2023-01-12,2023-01-18,First Class,CUST-00052,Corporate,South,PROD-0148,Office Supplies,Paper,5,244.86,0.0,1224.3,111.5
ORD-001649,2025-07-25,2025-07-27,Second Class,CUST-00132,Home Office,West,PROD-0149,Office Supplies,Binders,2,485.93,0.1,874.67,-62.88
ORD-001650,2025-07-30,2025-08-02,Standard Class,CUST-00815,Consumer,Central,PROD-0150,Office Supplies,Paper,10,551.27,0.0,5512.7,85.34
ORD-001651,2024-07-06,2024-07-11,Standard Class,CUST-00343,Consumer,South,PROD-0151,Office Supplies,Storage,4,115.45,0.0,461.8,173.58
ORD-001652,2023-01-05,2023-01-10,Standard Class,CUST-00717,Consumer,East,PROD-0152,Office Supplies,Binders,1,858.0,0.0,858.0,116.48
